	id	similarityStruct.MACCS.Dice	similarityStruct.Morgan.Dice	similarityStruct.MorganPure.Dice	similarityStruct.RDK.Dice	similarityStruct.AtomPair.Dice	similarityStruct.Torsion.Dice	similarityStruct.MACCS.Tanimoto	similarityStruct.RDKDice.Tanimoto	Source.MineID	Source.PubChemCID	Source.DrugBankID
2617	DB04150	0.7273	0.5393	0.4157	0.7593	0.3575	0.3725	0.5714	0.612	28	123977	
2618	DB04187	0.7736	0.4952	0.4476	0.5435	0.4577	0.252	0.6308	0.3731	28	123977	
2619	DB04191	0.7551	0.6667	0.4775	0.7286	0.5498	0.464	0.6066	0.5731	28	123977	
2620	DB04234	0.7255	0.5241	0.4385	0.5816	0.4018	0.404	0.5692	0.4101	28	123977	
2621	DB04255	0.7222	0.4793	0.3471	0.5811	0.4994	0.2953	0.5652	0.4095	28	123977	
2622	DB04276	0.8785	0.5251	0.4246	0.6533	0.4837	0.3736	0.7833	0.4851	28	123977	
2623	DB04278	0.82	0.5882	0.3957	0.6007	0.4143	0.28	0.6949	0.4293	28	123977	
2624	DB04322	0.7759	0.4356	0.3861	0.5148	0.4243	0.2857	0.6338	0.3466	28	123977	
2625	DB04341	0.76	0.5079	0.4868	0.6003	0.3814	0.38	0.6129	0.4289	28	123977	
2626	DB04353	0.7129	0.5317	0.4603	0.6917	0.4929	0.4286	0.5538	0.5288	28	123977	
2627	DB04373	0.7523	0.4595	0.3333	0.5364	0.4253	0.2362	0.6029	0.3665	28	123977	
2628	DB04378	0.7523	0.4595	0.3333	0.536	0.4158	0.2677	0.6029	0.3661	28	123977	
2629	DB04391	0.7536	0.7119	0.6017	0.7076	0.6361	0.4965	0.6047	0.5475	28	123977	
2630	DB04488	0.7273	0.495	0.3861	0.5369	0.4562	0.2149	0.5714	0.3669	28	123977	
2631	DB04521	0.7706	0.4975	0.4365	0.5509	0.4823	0.3208	0.6269	0.3801	28	123977	
2632	DB04525	0.8288	0.569	0.5172	0.6748	0.5212	0.4252	0.7077	0.5092	28	123977	
2633	DB04579	0.7071	0.5414	0.4088	0.6622	0.4271	0.3619	0.5469	0.495	28	123977	
2634	DB04593	0.7642	0.6339	0.5268	0.5747	0.5267	0.4844	0.6184	0.4032	28	123977	
2635	DB04595	0.7458	0.5645	0.4032	0.5844	0.5314	0.4476	0.5946	0.4129	28	123977	
2636	DB04606	0.7463	0.5517	0.4655	0.6187	0.5016	0.3971	0.5952	0.4479	28	123977	
2637	DB04613	0.7748	0.5447	0.4085	0.604	0.5344	0.4296	0.6324	0.4326	28	123977	
2638	DB04647	0.7611	0.6696	0.5357	0.6232	0.4783	0.4274	0.6143	0.4527	28	123977	
2639	DB04653	0.7619	0.6009	0.5202	0.7021	0.5071	0.5366	0.6154	0.5409	28	123977	
2640	DB04692	0.7679	0.5946	0.3604	0.603	0.455	0.432	0.6232	0.4317	28	123977	
2641	DB04697	0.8036	0.6067	0.5468	0.7622	0.58	0.5	0.6716	0.6157	28	123977	
2642	DB04701	0.7708	0.4286	0.4405	0.5808	0.3654	0.3678	0.6271	0.4093	28	123977	
2643	DB04710	0.7521	0.5517	0.3879	0.5761	0.5221	0.4211	0.6027	0.4046	28	123977	
2644	DB04736	0.7826	0.4859	0.4225	0.5721	0.4614	0.3068	0.6429	0.4007	28	123977	
2645	DB04767	0.7812	0.6131	0.4824	0.5754	0.4902	0.4909	0.641	0.4039	28	123977	
2646	DB04771	0.6942	0.622	0.4593	0.6072	0.4968	0.3529	0.5316	0.436	28	123977	
2647	DB04894	0.7069	0.4897	0.3481	0.679	0.6272	0.4151	0.5467	0.514	28	123977	
2648	DB04898	0.7227	0.5167	0.3541	0.6374	0.49	0.3226	0.5658	0.4678	28	123977	
2649	DB04931	0.8421	0.4273	0.4091	0.683	0.4424	0.365	0.7273	0.5185	28	123977	
2650	DB04972	0.7059	0.5333	0.3917	0.563	0.409	0.2941	0.5455	0.3918	28	123977	
2651	DB05102	0.7154	0.5517	0.3966	0.5486	0.4892	0.4296	0.557	0.378	28	123977	
2652	DB05128	0.784	0.5165	0.2883	0.6345	0.5433	0.4057	0.6447	0.4646	28	123977	
2653	DB05155	0.8113	0.5873	0.5159	0.7304	0.5947	0.5507	0.6825	0.5753	28	123977	
2654	DB05434	0.8167	0.495	0.495	0.7378	0.5257	0.4828	0.6901	0.5846	28	123977	
2655	DB05460	0.78	0.5069	0.4424	0.5737	0.4244	0.3697	0.6393	0.4022	28	123977	
2656	DB05479	0.8148	0.4318	0.4045	0.6725	0.4216	0.365	0.6875	0.5066	28	123977	
2657	DB05491	0.7257	0.5625	0.4643	0.6311	0.5984	0.3969	0.5694	0.461	28	123977	
2658	DB05645	0.729	0.5242	0.4597	0.6508	0.5917	0.4823	0.5735	0.4823	28	123977	
2659	DB06124	0.807	0.4955	0.4144	0.6144	0.4829	0.2655	0.6765	0.4434	28	123977	
2660	DB06196	0.7937	0.4932	0.4228	0.6496	0.4256	0.3291	0.6579	0.4811	28	123977	
2661	DB06274	0.735	0.47	0.35	0.5564	0.4306	0.3025	0.5811	0.3854	28	123977	
2662	DB06293	0.7207	0.4476	0.3048	0.5059	0.3609	0.24	0.5634	0.3386	28	123977	
2663	DB06508	0.7603	0.6034	0.4828	0.6897	0.4897	0.4328	0.6133	0.5264	28	123977	
2664	DB06549	0.832	0.5688	0.5443	0.7474	0.4887	0.4724	0.7123	0.5967	28	123977	
2665	DB06719	0.8209	0.4778	0.4333	0.6517	0.4513	0.3727	0.6962	0.4834	28	123977	
2666	DB06763	0.8254	0.6552	0.6138	0.7725	0.6237	0.5731	0.7027	0.6293	28	123977	
2667	DB06788	0.8485	0.445	0.4	0.6422	0.463	0.3431	0.7368	0.473	28	123977	
2668	DB06791	0.7333	0.5183	0.3659	0.6906	0.644	0.4314	0.5789	0.5275	28	123977	
2669	DB06825	0.8438	0.4526	0.4211	0.6682	0.4827	0.3583	0.7297	0.5017	28	123977	
2670	DB06841	0.7568	0.5829	0.4221	0.7832	0.4587	0.4248	0.6087	0.6436	28	123977	
2671	DB06845	0.6923	0.4632	0.2947	0.5794	0.3843	0.3063	0.5294	0.4079	28	123977	
2672	DB06886	0.7027	0.5072	0.3349	0.6648	0.4688	0.3306	0.5417	0.4979	28	123977	
2673	DB06936	0.7103	0.4725	0.3516	0.5638	0.3625	0.2885	0.5507	0.3926	28	123977	
2674	DB06947	0.7115	0.4804	0.3687	0.5873	0.3688	0.3238	0.5522	0.4157	28	123977	
2675	DB06996	0.717	0.5	0.3696	0.5934	0.3821	0.3178	0.5588	0.4219	28	123977	
2676	DB07219	0.7304	0.5769	0.375	0.6703	0.4934	0.352	0.5753	0.5041	28	123977	
2677	DB07224	0.6939	0.5455	0.3977	0.66	0.4031	0.3762	0.5312	0.4926	28	123977	
2678	DB07225	0.6939	0.5652	0.413	0.6751	0.4264	0.3551	0.5312	0.5096	28	123977	
2679	DB07231	0.7207	0.5829	0.392	0.6956	0.5042	0.3967	0.5634	0.5333	28	123977	
2680	DB07299	0.7156	0.5052	0.4227	0.5628	0.4284	0.3619	0.5571	0.3916	28	123977	
2681	DB07400	0.6903	0.5354	0.3535	0.6746	0.4406	0.2909	0.527	0.509	28	123977	
2682	DB07571	0.7525	0.5327	0.4523	0.6839	0.4327	0.4404	0.6032	0.5197	28	123977	
2683	DB07744	0.7525	0.603	0.4623	0.6331	0.4953	0.4587	0.6032	0.4632	28	123977	
2684	DB07899	0.7174	0.5202	0.3931	0.6408	0.3618	0.3656	0.5593	0.4715	28	123977	
2685	DB08275	0.7835	0.5699	0.5054	0.6423	0.4205	0.4421	0.6441	0.4731	28	123977	
2686	DB08526	0.7451	0.5417	0.3542	0.6171	0.4048	0.3137	0.5938	0.4462	28	123977	
2687	DB08643	0.7255	0.5248	0.4356	0.5995	0.4274	0.4386	0.5692	0.4281	28	123977	
2688	DB08669	0.701	0.5668	0.4171	0.6815	0.4203	0.3585	0.5397	0.5169	28	123977	
2689	DB08670	0.701	0.5729	0.4062	0.6764	0.4136	0.3455	0.5397	0.5111	28	123977	
2690	DB08732	0.7843	0.4718	0.4	0.6723	0.3735	0.3774	0.6452	0.5064	28	123977	
2691	DB08775	0.7525	0.4845	0.4536	0.6784	0.3697	0.4486	0.6032	0.5133	28	123977	
2692	DB08855	0.7723	0.4502	0.4156	0.5527	0.5463	0.3009	0.629	0.3818	28	123977	
2693	DB08856	0.8155	0.7733	0.7022	0.8446	0.6944	0.704	0.6885	0.731	28	123977	
2694	DB08861	0.713	0.7382	0.3777	0.7429	0.5643	0.5857	0.5541	0.591	28	123977	
2695	DB09026	0.8034	0.5346	0.3687	0.5258	0.4462	0.1951	0.6714	0.3567	28	123977	
2696	DB09059	0.7903	0.5351	0.4013	0.7592	0.5437	0.5455	0.6533	0.6118	28	123977	
2697	DB09142	0.7218	0.4756	0.4695	0.6438	0.4772	0.4421	0.5647	0.4747	28	123977	
2698	DB09292	0.7158	0.4873	0.4061	0.5332	0.3994	0.2778	0.5574	0.3635	28	123977	
2699	DB11296	0.7451	0.4804	0.4693	0.6575	0.4323	0.4375	0.5938	0.4897	28	123977	
2700	DB11297	0.7664	0.5415	0.4541	0.6571	0.5306	0.4386	0.6212	0.4893	28	123977	
2701	DB11510	0.8462	0.4533	0.416	0.6682	0.4876	0.3445	0.7333	0.5017	28	123977	
2702	DB11628	0.7097	0.4668	0.3979	0.6502	0.4541	0.3911	0.55	0.4817	28	123977	
2703	DB11653	0.8387	0.5171	0.2991	0.6655	0.5881	0.3511	0.7222	0.4987	28	123977	
2704	DB11700	0.7227	0.4773	0.3323	0.6386	0.5663	0.3505	0.5658	0.4691	28	123977	
2705	DB11709	0.7963	0.4783	0.4058	0.5986	0.4755	0.3217	0.6615	0.4271	28	123977	
2706	DB11720	0.8571	0.6272	0.6063	0.7691	0.6506	0.5765	0.75	0.6249	28	123977	
2707	DB11781	0.717	0.5078	0.3212	0.5033	0.3957	0.2342	0.5588	0.3363	28	123977	
2708	DB11783	0.7692	0.5312	0.3438	0.6059	0.3807	0.193	0.625	0.4346	28	123977	
2709	DB11784	0.7339	0.5782	0.3507	0.7144	0.4736	0.2206	0.5797	0.5557	28	123977	
2710	DB11801	0.7115	0.4842	0.2947	0.6283	0.4454	0.2373	0.5522	0.4581	28	123977	
2711	DB11810	0.7652	0.5692	0.498	0.5773	0.4897	0.4595	0.6197	0.4058	28	123977	
2712	DB11839	0.9107	0.4908	0.4417	0.8019	0.5536	0.3929	0.8361	0.6692	28	123977	
2713	DB11842	0.8413	0.627	0.6144	0.7655	0.6203	0.5684	0.726	0.62	28	123977	
2714	DB11879	0.7523	0.5648	0.5185	0.6447	0.5558	0.464	0.6029	0.4757	28	123977	
2715	DB11890	0.8475	0.7048	0.2907	0.7612	0.549	0.6	0.7353	0.6144	28	123977	
2716	DB11938	0.7143	0.6024	0.5542	0.7327	0.5645	0.4828	0.5556	0.5782	28	123977	
2717	DB11975	0.7794	0.4451	0.4394	0.6388	0.4837	0.3832	0.6386	0.4693	28	123977	
2718	DB11981	0.8624	0.6192	0.5523	0.7504	0.5814	0.4776	0.7581	0.6005	28	123977	
2719	DB11996	0.9358	0.8099	0.7603	0.825	0.7575	0.7424	0.8793	0.7021	28	123977	
2720	DB12088	0.735	0.5503	0.396	0.6771	0.65	0.4778	0.5811	0.5119	28	123977	
2721	DB12126	0.8103	0.5662	0.4862	0.8082	0.4644	0.4365	0.6812	0.6781	28	123977	
2722	DB12178	0.7009	0.547	0.4017	0.5623	0.4884	0.3259	0.5395	0.3911	28	123977	
2723	DB12199	0.8346	0.6143	0.5939	0.7664	0.6097	0.5665	0.7162	0.6213	28	123977	
2724	DB12292	0.7419	0.5515	0.2941	0.683	0.6312	0.4268	0.5897	0.5186	28	123977	
2725	DB12441	0.736	0.5689	0.2933	0.5897	0.4824	0.4531	0.5823	0.4181	28	123977	
2726	DB12495	0.7107	0.5161	0.3677	0.7162	0.5447	0.5028	0.5513	0.5579	28	123977	
2727	DB12613	0.7544	0.5618	0.5169	0.7371	0.5332	0.4908	0.6056	0.5836	28	123977	
2728	DB12631	0.848	0.6667	0.6598	0.7788	0.6908	0.6235	0.7361	0.6377	28	123977	
2729	DB12668	0.8224	0.7232	0.6786	0.8016	0.6748	0.6721	0.6984	0.6689	28	123977	
2730	DB12677	0.6964	0.4939	0.3563	0.6723	0.4474	0.2368	0.5342	0.5064	28	123977	
2731	DB12711	0.7257	0.5393	0.4345	0.5986	0.5044	0.3625	0.5694	0.4271	28	123977	
2732	DB12769	0.7759	0.4356	0.3861	0.5148	0.4243	0.2857	0.6338	0.3466	28	123977	
2733	DB12865	0.7885	0.4356	0.3894	0.5972	0.4161	0.3185	0.6508	0.4257	28	123977	
2734	DB12932	0.7642	0.5321	0.4167	0.707	0.558	0.5506	0.6184	0.5468	28	123977	
2735	DB13034	0.7723	0.6128	0.5021	0.6516	0.4795	0.496	0.629	0.4832	28	123977	
2736	DB13067	0.7857	0.6867	0.5322	0.747	0.6081	0.4714	0.6471	0.5962	28	123977	
2737	DB13464	0.7227	0.5192	0.3782	0.7057	0.5315	0.459	0.5658	0.5453	28	123977	
2738	DB13517	0.832	0.5759	0.5316	0.7372	0.571	0.4894	0.7123	0.5837	28	123977	
2739	DB13616	0.7636	0.51	0.34	0.658	0.4273	0.3361	0.6176	0.4903	28	123977	
2740	DB13798	0.7705	0.5503	0.4228	0.7369	0.5811	0.5747	0.6267	0.5834	28	123977	
2741	DB13925	0.7231	0.4388	0.3418	0.6845	0.4986	0.3707	0.5663	0.5203	28	123977	
2742	DB13985	0.7231	0.4388	0.3418	0.6845	0.4986	0.3707	0.5663	0.5203	28	123977	
2743	DB14072	0.785	0.4917	0.425	0.5938	0.4341	0.381	0.6462	0.4223	28	123977	
2744	DB14137	0.7965	0.5783	0.49	0.6947	0.5382	0.4219	0.6618	0.5322	28	123977	
2745	DB14554	0.746	0.4399	0.3427	0.6845	0.4986	0.3707	0.5949	0.5203	28	123977	
2746	DB14642	0.7227	0.5143	0.3746	0.7018	0.5257	0.4565	0.5658	0.5406	28	123977	
2747	DB14683	0.717	0.4444	0.4111	0.6575	0.4323	0.4375	0.5588	0.4897	28	123977	
2748	DB14886	0.8462	0.5705	0.5128	0.828	0.5569	0.5116	0.7333	0.7065	28	123977	
2749	DB14911	0.7287	0.6079	0.5198	0.6401	0.5607	0.5197	0.5732	0.4707	28	123977	
2750	DB14965	0.7091	0.5597	0.4691	0.5556	0.4184	0.3906	0.5493	0.3846	28	123977	
2751	DB15251	0.8627	0.687	0.5739	0.7393	0.6056	0.5738	0.7586	0.5864	28	123977	
2752	DB15340	0.819	0.5316	0.4494	0.7358	0.4612	0.4471	0.6935	0.582	28	123977	
2753	DB15366	0.8293	0.4423	0.3846	0.7333	0.467	0.3347	0.7083	0.5788	28	123977	
2754	DB15494	0.7273	0.4256	0.3385	0.6803	0.5024	0.3739	0.5714	0.5155	28	123977	
2755	DB15687	0.8209	0.4583	0.4259	0.6757	0.4265	0.3938	0.6962	0.5102	28	123977	
2756	DB15796	0.6977	0.6207	0.3645	0.5858	0.4595	0.3652	0.5357	0.4142	28	123977	
2757	DB15797	0.785	0.5876	0.3402	0.6087	0.4379	0.3738	0.6462	0.4375	28	123977	
2758	DB15873	0.7231	0.4388	0.3418	0.6845	0.4986	0.3707	0.5663	0.5203	28	123977	
2759	DB16019	0.7826	0.4899	0.396	0.6308	0.4036	0.3057	0.6429	0.4607	28	123977	
2760	DB16070	0.7087	0.5652	0.4	0.6686	0.4541	0.3857	0.5488	0.5022	28	123977	
2761	DB16152	0.8403	0.5723	0.5283	0.7901	0.5021	0.5193	0.7246	0.6531	28	123977	
2762	DB16176	0.7742	0.4751	0.3978	0.6439	0.4243	0.3958	0.6316	0.4748	28	123977	
2763	DB16290	0.8283	0.6	0.563	0.8036	0.592	0.5316	0.7069	0.6717	28	123977	
2764	DB16303	0.8108	0.4916	0.3973	0.6308	0.4036	0.3057	0.6818	0.4607	28	123977	
2765	DB16514	0.7402	0.553	0.3594	0.5462	0.4909	0.2769	0.5875	0.3757	28	123977	
2766	DB16687	0.8099	0.6033	0.5049	0.7913	0.5213	0.5111	0.6806	0.6547	28	123977	
2767	DB16737	0.7478	0.6639	0.6148	0.6094	0.5989	0.5652	0.5972	0.4382	28	123977	
2768	DB00143	0.7955	0.6087	0.487	0.6456	0.4116	0.381	0.6604	0.4766	29	6455376	
2769	DB00178	0.8515	0.5442	0.381	0.6146	0.4389	0.268	0.7414	0.4437	29	6455376	
2770	DB00319	0.7419	0.6087	0.323	0.46	0.4303	0.1983	0.5897	0.2987	29	6455376	
2771	DB00492	0.785	0.4651	0.3488	0.4416	0.4034	0.1682	0.6462	0.2833	29	6455376	
2772	DB00519	0.8431	0.5333	0.3733	0.6131	0.445	0.2653	0.7288	0.4421	29	6455376	
2773	DB00584	0.8911	0.5217	0.5072	0.6521	0.4178	0.4706	0.8036	0.4838	29	6455376	
2774	DB00722	0.9184	0.4722	0.4306	0.7073	0.4123	0.4138	0.8491	0.5471	29	6455376	
2775	DB00731	0.7356	0.5354	0.3622	0.4368	0.4595	0.1818	0.5818	0.2794	29	6455376	
2776	DB00760	0.7568	0.5455	0.2727	0.4439	0.4744	0.14	0.6087	0.2853	29	6455376	
2777	DB00790	0.8627	0.6119	0.4328	0.6667	0.5187	0.2955	0.7586	0.5	29	6455376	
2778	DB00886	0.7308	0.518	0.3165	0.5641	0.4119	0.3297	0.5758	0.3929	29	6455376	
2779	DB00895	0.8148	0.4751	0.3094	0.4429	0.3536	0.1748	0.6875	0.2845	29	6455376	
2780	DB01000	0.7706	0.672	0.304	0.5299	0.4852	0.1915	0.6269	0.3605	29	6455376	
2781	DB01061	0.7458	0.5695	0.3179	0.4524	0.4376	0.2321	0.5946	0.2924	29	6455376	
2782	DB01190	0.7304	0.4593	0.2815	0.4937	0.3907	0.1739	0.5753	0.3278	29	6455376	
2783	DB01197	0.8602	0.52	0.54	0.6355	0.4034	0.5714	0.7547	0.4657	29	6455376	
2784	DB01340	0.7091	0.4459	0.3243	0.4922	0.3848	0.2526	0.5493	0.3265	29	6455376	
2785	DB01348	0.8411	0.4667	0.3733	0.5403	0.381	0.3061	0.7258	0.3702	29	6455376	
2786	DB01627	0.75	0.4593	0.2815	0.5137	0.4309	0.1739	0.6	0.3456	29	6455376	
2787	DB01834	0.7327	0.4625	0.3625	0.4468	0.3881	0.2308	0.5781	0.2876	29	6455376	
2788	DB01883	0.8519	0.5828	0.5033	0.7027	0.467	0.4946	0.7419	0.5416	29	6455376	
2789	DB01908	0.7273	0.4656	0.2963	0.4915	0.3215	0.2167	0.5714	0.3258	29	6455376	
2790	DB01989	0.8034	0.4498	0.4115	0.5092	0.3449	0.3731	0.6714	0.3415	29	6455376	
2791	DB02025	0.809	0.64	0.464	0.6922	0.5706	0.338	0.6792	0.5293	29	6455376	
2792	DB02032	0.8602	0.52	0.54	0.6355	0.4034	0.5714	0.7547	0.4657	29	6455376	
2793	DB02090	0.7895	0.6197	0.3944	0.686	0.4558	0.3571	0.6522	0.5221	29	6455376	
2794	DB02140	0.7573	0.449	0.2721	0.4936	0.3564	0.1412	0.6094	0.3276	29	6455376	
2795	DB02146	0.7568	0.5789	0.4474	0.5281	0.447	0.3059	0.6087	0.3588	29	6455376	
2796	DB02341	0.7963	0.5083	0.4641	0.6092	0.3462	0.4127	0.6615	0.438	29	6455376	
2797	DB02368	0.75	0.4902	0.3725	0.4818	0.3858	0.2593	0.6	0.3173	29	6455376	
2798	DB02432	0.7652	0.449	0.3061	0.4787	0.3285	0.1955	0.6197	0.3147	29	6455376	
2799	DB02458	0.7027	0.473	0.3784	0.5258	0.351	0.2759	0.5417	0.3567	29	6455376	
2800	DB02578	0.8539	0.626	0.4427	0.6976	0.5795	0.25	0.7451	0.5356	29	6455376	
2801	DB02597	0.7253	0.5373	0.3582	0.5532	0.4878	0.2632	0.569	0.3824	29	6455376	
2802	DB02598	0.7216	0.4793	0.3802	0.4907	0.3869	0.2778	0.5645	0.3251	29	6455376	
2803	DB02628	0.8039	0.6358	0.4901	0.6651	0.516	0.4706	0.6721	0.4983	29	6455376	
2804	DB02747	0.7071	0.4472	0.2981	0.5656	0.367	0.1978	0.5469	0.3943	29	6455376	
2805	DB02812	0.7458	0.4832	0.3221	0.5224	0.3816	0.3299	0.5946	0.3535	29	6455376	
2806	DB02855	0.9057	0.6963	0.6222	0.8004	0.5842	0.6024	0.8276	0.6672	29	6455376	
2807	DB02943	0.7551	0.5481	0.3556	0.555	0.3548	0.2703	0.6066	0.3841	29	6455376	
2808	DB03004	0.7207	0.6406	0.3281	0.5723	0.4864	0.3457	0.5634	0.4009	29	6455376	
2809	DB03032	0.8085	0.6475	0.4173	0.6055	0.4021	0.338	0.6786	0.4342	29	6455376	
2810	DB03104	0.7963	0.4835	0.2857	0.5084	0.352	0.1913	0.6615	0.3408	29	6455376	
2811	DB03268	0.819	0.4693	0.3017	0.5432	0.3747	0.2261	0.6935	0.3728	29	6455376	
2812	DB03295	0.7912	0.5634	0.3521	0.6175	0.3374	0.3014	0.6545	0.4466	29	6455376	
2813	DB03310	0.7912	0.5207	0.3432	0.6149	0.3506	0.2667	0.6545	0.4439	29	6455376	
2814	DB03313	0.708	0.6232	0.3333	0.4505	0.4491	0.2418	0.5479	0.2907	29	6455376	
2815	DB03396	0.7619	0.4925	0.2687	0.5691	0.3899	0.2716	0.6154	0.3977	29	6455376	
2816	DB03405	0.8036	0.4481	0.3388	0.675	0.3841	0.1651	0.6716	0.5095	29	6455376	
2817	DB03408	0.7529	0.4423	0.3462	0.4939	0.3221	0.2069	0.6038	0.3279	29	6455376	
2818	DB03417	0.7963	0.6294	0.3916	0.4791	0.3463	0.1687	0.6615	0.315	29	6455376	
2819	DB03427	0.75	0.5854	0.3902	0.6397	0.4632	0.2609	0.6	0.4703	29	6455376	
2820	DB03456	0.8	0.4559	0.3529	0.6292	0.3351	0.1519	0.6667	0.459	29	6455376	
2821	DB03535	0.766	0.4848	0.3182	0.7241	0.3245	0.3721	0.6207	0.5675	29	6455376	
2822	DB03536	0.7071	0.4714	0.3286	0.5858	0.4069	0.2597	0.5469	0.4142	29	6455376	
2823	DB03550	0.7778	0.6508	0.3333	0.5328	0.5213	0.2955	0.6364	0.3631	29	6455376	
2824	DB03558	0.7458	0.5161	0.4387	0.4441	0.3188	0.3265	0.5946	0.2854	29	6455376	
2825	DB03573	0.7708	0.5224	0.3731	0.5732	0.4576	0.2432	0.6271	0.4017	29	6455376	
2826	DB03582	0.7857	0.4762	0.3238	0.5156	0.4488	0.2143	0.6471	0.3473	29	6455376	
2827	DB03597	0.7629	0.518	0.4029	0.5605	0.3538	0.3077	0.6167	0.3894	29	6455376	
2828	DB03602	0.7912	0.5255	0.4088	0.5822	0.3504	0.32	0.6545	0.4106	29	6455376	
2829	DB03686	0.717	0.5	0.3889	0.5542	0.3356	0.2963	0.5588	0.3833	29	6455376	
2830	DB03691	0.7708	0.5224	0.3731	0.5732	0.4576	0.2432	0.6271	0.4017	29	6455376	
2831	DB03702	0.8972	0.6391	0.5917	0.6998	0.4381	0.5455	0.8136	0.5383	29	6455376	
2832	DB03712	0.8302	0.4674	0.3261	0.5316	0.3845	0.2222	0.7097	0.3621	29	6455376	
2833	DB03767	0.7778	0.5103	0.3172	0.5673	0.3524	0.1928	0.6364	0.3959	29	6455376	
2834	DB03818	0.7143	0.4793	0.3636	0.448	0.3129	0.3291	0.5556	0.2886	29	6455376	
2835	DB03820	0.8036	0.5857	0.3	0.5297	0.5079	0.2526	0.6716	0.3603	29	6455376	
2836	DB03885	0.7579	0.4832	0.3758	0.558	0.3632	0.2727	0.6102	0.387	29	6455376	
2837	DB03927	0.8409	0.5763	0.4068	0.5839	0.5495	0.25	0.7255	0.4123	29	6455376	
2838	DB03938	0.7091	0.6299	0.3307	0.4816	0.5203	0.2558	0.5493	0.3172	29	6455376	
2839	DB04012	0.7213	0.5294	0.4118	0.48	0.4339	0.25	0.5641	0.3158	29	6455376	
2840	DB04033	0.8485	0.5354	0.5512	0.6987	0.488	0.5897	0.7368	0.5369	29	6455376	
2841	DB04092	0.8627	0.5974	0.5325	0.724	0.4923	0.4854	0.7586	0.5673	29	6455376	
2842	DB04126	0.7872	0.65	0.45	0.6838	0.5364	0.2462	0.6491	0.5196	29	6455376	
2843	DB04132	0.8085	0.6617	0.4361	0.6096	0.4474	0.3478	0.6786	0.4384	29	6455376	
2844	DB04153	0.7778	0.595	0.4628	0.61	0.4185	0.3692	0.6364	0.4388	29	6455376	
2845	DB04167	0.7561	0.5	0.3542	0.468	0.3167	0.1923	0.6078	0.3055	29	6455376	
2846	DB04187	0.7327	0.4625	0.3625	0.4468	0.3881	0.2308	0.5781	0.2876	29	6455376	
2847	DB04191	0.7957	0.4884	0.3721	0.6178	0.4545	0.2353	0.6607	0.4469	29	6455376	
2848	DB04276	0.7647	0.5891	0.4186	0.6667	0.4862	0.2353	0.619	0.5	29	6455376	
2849	DB04278	0.7368	0.5693	0.4234	0.6104	0.4735	0.3117	0.5833	0.4393	29	6455376	
2850	DB04310	0.8649	0.6471	0.5294	0.7426	0.5845	0.5366	0.7619	0.5906	29	6455376	
2851	DB04341	0.7579	0.518	0.4029	0.5635	0.3317	0.3117	0.6102	0.3923	29	6455376	
2852	DB04350	0.8036	0.5102	0.2653	0.5759	0.3599	0.3566	0.6716	0.4044	29	6455376	
2853	DB04391	0.7068	0.5054	0.3763	0.6197	0.4051	0.2881	0.5465	0.449	29	6455376	
2854	DB04433	0.7451	0.6018	0.2832	0.8681	0.4044	0.6389	0.5938	0.7669	29	6455376	
2855	DB04488	0.7586	0.5395	0.3026	0.4559	0.3826	0.2245	0.6111	0.2953	29	6455376	
2856	DB04521	0.8269	0.6122	0.4218	0.512	0.4346	0.3133	0.7049	0.3441	29	6455376	
2857	DB04525	0.7358	0.4396	0.2637	0.4822	0.3629	0.1538	0.5821	0.3177	29	6455376	
2858	DB04612	0.7857	0.5349	0.3605	0.5865	0.46	0.3448	0.6471	0.415	29	6455376	
2859	DB04613	0.8113	0.4432	0.3351	0.5608	0.3396	0.2321	0.6825	0.3896	29	6455376	
2860	DB04647	0.7593	0.4828	0.3103	0.5477	0.3147	0.2128	0.6119	0.3771	29	6455376	
2861	DB04692	0.8037	0.4535	0.3488	0.4855	0.3556	0.2549	0.6719	0.3206	29	6455376	
2862	DB04700	0.7059	0.5833	0.4667	0.5957	0.4195	0.3692	0.5455	0.4242	29	6455376	
2863	DB04701	0.7912	0.6102	0.4915	0.6285	0.4303	0.375	0.6545	0.4583	29	6455376	
2864	DB04710	0.7679	0.4505	0.3516	0.5517	0.3292	0.2727	0.6232	0.3809	29	6455376	
2865	DB04732	0.7414	0.4706	0.3137	0.4325	0.397	0.1667	0.589	0.2759	29	6455376	
2866	DB04771	0.7586	0.5535	0.5157	0.6905	0.3855	0.5	0.6111	0.5272	29	6455376	
2867	DB04772	0.7438	0.5605	0.4841	0.6755	0.3712	0.4783	0.5921	0.51	29	6455376	
2868	DB04875	0.713	0.5146	0.2807	0.4562	0.4032	0.3115	0.5541	0.2955	29	6455376	
2869	DB04898	0.7895	0.5157	0.4277	0.6753	0.3889	0.4752	0.6522	0.5098	29	6455376	
2870	DB05102	0.7458	0.4615	0.3297	0.4098	0.3167	0.2143	0.5946	0.2577	29	6455376	
2871	DB05446	0.7778	0.595	0.4628	0.61	0.4185	0.3692	0.6364	0.4388	29	6455376	
2872	DB05491	0.8519	0.5057	0.4368	0.6384	0.3409	0.3704	0.7419	0.4688	29	6455376	
2873	DB05521	0.7611	0.4724	0.3317	0.6093	0.357	0.2628	0.6143	0.4381	29	6455376	
